review,sentiment
admit always found difficult watch antonioni film start finish first try even one ended watching three parts repeated occasions end realised perhaps better way forced stop thinking usual terms plot enjoy scenes one one first part seems lot fragmentary bad thing requires effort follow gets desert scenes efforts repaid full stunning cinematography part really makes unforgettable landscape made overwhelming presence silence vastness sense sadness freedom way fuses contrasts two young characters desert dead time feels less distant alien urban scenes first part dance airplane flying girls car makes series great shots love scenes desert simply beautiful hard imagine kind approach film times course something stylish studied time manage express sense natural spontaneous innocence rare days feels loose unscripted thanks also understated acting result maniacal attention detail form comes climax series explosions end really mesmerising spectacle leaves awei dont really care usual objections boring well yes want films follow classic plot development packed action twists cinema like would truly dull sad pretentious maybe kind ambitiousness coupled actual skills depth style pretentious compliment political criticisms make least sense dont see point approaching film like ideological blinders worse patriotic requirements defeats purpose perhaps true like previous commenter remarked antonioni viewed young hippies politics protests riots police fascination foreigner think adds something rather detracting film true hippies exist italy time think protests like france although obviously different american counterpart ways even militant interest film narrowly political events seem like pretext film whose appeal universal timeless qualitya special mention fantastic soundtrack amongst things film along easy rider probably one main earliest precursors contemporary artsy music video well concept film soundtrack would stand unlike former uses music much subtle way blending landscape rather action want traditional narrative film dont bother want stunned patient wont regret,positive
know lot black humor pokes fun typical black things like example gold teeth doesnt mean always funny dont menace example urban movie certainly lends satire problem wayans consorts try satirize typical ghetto culture also belittle valid statements made urban movies boyz n hood menace ii society personally think makers movie get heads away bowel movements white masters besides movie terrible absolutely funny jokes racist instead satirizing urban movie genre moviemakers show views ignorant urban ghetto blacks jokes movie believe main farein conclusion movie crap makers use talents make constructive comedysatire movie examples men black hats made movie friday,negative
longtime admirer film moulin rouge recent admirer jean renoirs filmmaking knew id inevitably watch french cancan sooner later movie tells fictionalized story opening moulin rouge nightclub impresario danglard jean gabin tries turn montmartre laundress nini françoise arnoul cancan star without arousing wrath tempestuous mistress bellydancing lola maria felix one several love triangles french cancantrue stereotype french showbiz folk always falling loverenoir directs typical gentle humor attention supporting characters also wrote lyrics beautiful waltz song prominently featured movie gabin perfectly incarnates aging french playboy hero arnoul cute redhead holds dance numbers except trick shots double obviously usedfrench cancan billed musical comedy lots musical numbers take place nightclub stage etc one character casimir ever breaks song middle conversation actor plays philippe clay fun watcha really tall skinny young man sings dances contortionsthe movie ends long cancan sequence characters learn triumph problems make art together dancing much brightly lit coherently edited moulin rouge fact one complaint french cancan whole thing little technicolor even nini experiences heartbreak someone sings melancholy song lighting bright flat shadows intruding yes result cheerful warmhearted musical comedy cant help thinking things werent ever colorful innocent real life,positive
im dumbfounded yes thats right im really caught way find awful hand frustrating experience macabre hysterical murky incoherency idea behind trim minimal lowbudget indie production isnt bad confused muddle end didnt anything amateurish simple wants exploit beyond reasoning oflate fashionably rapid filming style documentary laced handheld camera moving everywhere despite never leaving van sometimes feeling unfocused blurry making certain details hard figure lately kind get use times become distracting even nauseating keeping still help context little groundwork five teenage girls way home football game late night becoming lost back roads roadside store become involved minor accident smashes unoccupied suv headlight scared flee long onelight suv appears behind soon make night unforgettable ordeal terror spending time playing drawn noisy relentless cat mouse game disturbing guess depends moments make squirm attention pain desperation demented brutality good use piercing sound fx seem favoured imagery forgetting alienating background sound effects also found snickering passages repellent intense real gradual rush hardly believable injuries random characters never seem serious like believe despite obviously watch blood runs freely entirely convincing get dull constant nocturnal car chase could much getting repetitive get screaming spewing bleeding running cursing body fluids quite unpleasant details followed little really needed much stronger script measly forced one penned many cringemoments arose much way depth characters situation setpieces waiting next torturous encounter drew long enough helping unpredictable pattern performances jennifer barnett angela brunda danielle lilley sandra paduch mia yi workmanlike distraught characters draw authentic chemistry make scripts weaknesses characterfoundation veronica garcias flippedout bugeyed intensity loony driver suv something yeah something characters real motivation terrorising girls unstable state mind virtually nonexistent guess psychotic good enough probably unnerving thing came across feature hideous soundtrack terrible techno music cheesy hardrock overwrought closing score never felt overdone got way stick like sore thumb codirectors greg swinson ryan thiessen try get slight resources even edgy spirit ends something quite ramshackle maybe enjoyable make watching wasnt case,negative
far worst movie ever seen husband dvds scifi horror bmovies arent top quality still entertaining dracula absolutely redeeming qualities writing horrific acting even worse took us tries get entire movie could tolerate minute intervals thought surely must get betterwe wrong would rather watch corpse embalmed sit ended husband looked like uhis ending seemed like supposed ran apparent budget like oh crapwe brokeend nowquickroll credits,negative
people found comment useful countingpeople suckers image looks much intellectually hollow idealism lurks behind communism ches charisma looks much iconic stature misinformation spread leftist propaganda movie himi dont know whats worse captured one ches murdersquads sit hours typically soderberghian garbage question isnt petproject made took long im referring course leftwing hollywood secret love marxist tyrants lenin castro take pick fascinated took decades one tinseltowns least talented liberal directors finally take irresistibly biased propaganda project oliver stone years robert redford tim robbins warren beatty alan pakula george clooney barbra streisand even mystery overrated artists often indulging similar politically onesided projects yet somehow che guevara arguably popular wellknown communist hasnt film topic yetguerrilla hallmarks american truthbending story epic scale much factual detail found similar hollywood bigbudget political fairytale bios malcolm x gandhi ie almost none movie stars del toro famous argentinian revolutionary nevertheless however controversial criminal mans actions may one thing nobody could take away intelligent manipulator came rich family del toro fits bill visually del toro may interesting charismatic actor may resemble guevara physically exudes intellectual qualities whatsoever hence makes guevara come primitive casting mediocrities bratt philips franka incompetente underlines directors lack sound judgmentthe movie part extremely slow surprise visually uninteresting even director brilliant kubrick would carefully considered releasing movie goes beyond hour mark quite telling soderbergh made one two solid movies early career would think oceanic grandness task think films length indicates bulk ches life shown think soderbergh focuses ches last phase lot movie tedious jungle nonsense full guevaras alleged idealism psychopaths dont ideals wonder kind mind highly esteemed director actually choose ignore ches earlier life actually consider uninteresting massacre people holds interest viewer huh amazing much better directors overpraised charlatan would easily fit one two complete biographies hour moviesoderbergh sense becomes accomplice never addressing negative dark side guevara spreading kind historical inaccuracy consciously ignoring ugly truth god forbid taint holy image che soderbergh proves humanist fake image hollywood pop music personalities struggle hard careers uphold opposite cares ideas never people ideas tested like guinea pigs soderbergh like elitists worst kind people often latent contempt proleteriat stupid term theyre supposedly siding withhalf students around world wear ches image red orange shirts without ever knowing become iconic figure clueless uninformed often young people think mans face chest somehow makes appear edgy intellectual hip interesting reality wearing che shirt underlines ones overall shallowness total disinterest selfeducation wouldnt want find person start advertising hisher face world wearing ches bynow cliché image become common bart simpson coffee cup chewearers probably know marges blue hair theyll ever read fidel castros dead allyafter everything thatd done name marx one would think mongrel ideals would finally laid rest seems mankind never learn stalin mao kim il pol pot castro milosevic ceausescu iron curtain hundred million dead billion ruined physically andor mentally system none matters huh fact del toro cannes award surprise absolutely clueless cannes european festivals work vote hint sean penn headed jury long agofor musicrelated rants go httprateyourmusiccomcollectionfedor,negative
tough luck follows homeless drifter becomes entangled underground crime world deception chaos archienorman reedus released prison nothing lose almost killed owner carnival named ikearmand assante hires work soon ike discloses strong desire archie murder mischievous wife divanadagmara dominczyk erotic dancer carnival things soon get complicated archie falls love divana warns scheme become involved steamy affair leaves little imagination viewer soon make plan together plot murder ike things dont go quite plannedi would lying said film didnt surprise personally blown away good film upon renting several years back expecting another cliché thriller lot typical elements themes shown lot films type days within minutes hooked found quite involved world film kind film much like buffalo sucks transports style feeling paranoia film really pulls stunning fashion one thing particularly appreciated film depicted characters film isnt easy clear cut may appear plot summary characters actually grow care fascinated including characters supposed bad guys truth good guys bad guys film characters flawed ways realistic incredibly truetolife arent many films manage accomplish task flawlessly film definitely film style like want see films today quite crime films like back early hasnt one gripping unique ever since terms flaws mostly minor gripes film isnt exactly original however doubt folks would expect original films editing style also may irritating folks tends camcorder type shaky cam throughout wasnt bothered actually felt added atmosphere im sure viewers enthralled may find generally offputting despite minor flaws however one underrated films refreshing get lucky watch unknown film turns good seems film directtovideo release though film far better put theaters wouldnt awards would seen much would lot recognition today recognition film deserves tough luck astounding entertaining twisted neonoir thriller real sense class style juxtapose enough substance make average moviegoer simply satisfied,positive
small spoilers alert good movievery good movie im surprised say im big fan vampires sound directors name deran serafian usually means bad news films average action movies like death warrant gunmen one first films maybe continued making horror movies instead action movie really fascinated good accomplishment seeing famous actors big budget involved really story keeps focused especially fans original dracula myth satisfied sarafian lights another aspect famous bram stoker story remains rather loyal true truth explains life roemenian count dracula scared turkish army away spearing dead corpses front castle course thats reality based true story stops blood drinking stuff invented bram stokerin movie count vlad teppish emigrates usa seduces tons woman theyre pretty girls ill give overall good acting unknown faces enough blood gore satisfy morbid horror fans interesting storyline film really unknown hidden darkest shelf local videostore certainly worth cleaning dust cover put vcr heck lot better famous nicole kidman movie title two films nothing else common blame movie stealing attention away nice little picture check outmy humble opinion die,positive
huge fan warrior movies favorites braveheart troy last samurai gladiator watching mongol absolutely awesome strongly recommend high expectations sergei bodrov movie terrible awful even pathetic strong word case whole movie waiting something exciting happen didnt least expecting big epic battle end even huge disappointment random running around waving swords many good warrior movies one one,negative
id honestly give movie solid clicked try offset pages imbecilic unjustified star reviews interesting story acting good good even ms diaz totally usual grinningbimbo role yet plays well sets perfect cinematography consistently appropriately creepy fine morality play reason explain origin godsupernatural beingalienwhatever thats running show im glad movie doesnt try really irrelevant story relatively long quite compelling summed quite satisfyingly ending decide movie terrible really anything read dozens star hated reviews rife misspellings lack punctuation capitalization juvenile criticisms maybe trailer misleading something didnt see reviewers apparently expecting terminator saw one reviewer actually compared movie saw utterly inappropriate unrelated seriously reviews read like youtube comments according critics movie confusing yet predictable enough action yet theres much going smart yet dumb explains much yet leaves much unexplained oh apparently waist sic time consider quality source reviews taking heart im afraid star kids failed understand phrase altruism coefficient therefore utterly incapable understanding movies premise despite adamantly claiming get right explaining confusing know two words mean trouble understanding enjoying moviei really wish reviewer reputation system could sure ignore rating everyone gave movie star foreversee enjoy fine presentation interesting couple taking interesting moral test facing consequences good time opinion,positive
looked movie child eyes wasnt disappointed story wellknown abandoned orphan brought parents improbable trio mamooth sabertooth tiger lazy animal dont want forget mention incredible small fury animal hazenut one really made laugh lot whole picturebriefly works funny mustsee children theyll like,positive
like film several reasons soft spot films intricately plotted criminal plots like topkapi also enjoy films like topkapi big deal madonna street spoof genre one best ones disorganized crimecorbin bernsen met four cons years decides useful bank robbery planning small montana town hasnt given details crime fellows really know shortly sends bernsen arrested two new jersey policemen ed oneill daniel roebuck escaped warrant bring back custody four cons fred gwynne lou diamond philips ruben blades russ show without clue except bernsen planning something first twenty minutes film deal four cons slowly getting used gwynne philips managing push away suspicions figure trust time see bernsen patiently waiting right moment escape oneill roebuck difficult brightest bulbs ever existed result two sets plots keep juxtaposing throughout film four cons trying figure bernsens scheme put operation bernsen trying maintain freedom pursuers regain cabin hopefully find gang take command also third smaller plot involving growing annoyance anger local sheriff hoyt axton idiots new jersey keep getting hairthere many delightful moments film axton egged oneil roebuck surrounding house town bernsen supposed hiding inside yelling megaphone come surrounded scene switch huge montana plain bernsen struggling stumbling miles police think moment moments misadventures four cons fortunately put oldest gwynne leadership position always guarantee anything one point car wont start thumb ride truck unfortunately truck carrying manurethe conclusion gang successfully carrying robbery including disabling police cars critical time philips specialty cars also gem timing suspense comic results film entertaining certainly worth watching,positive
searched one seeing hilarious linguistically challenging clueless perhaps alicia silverstones best known effort early film career true crime kevin dillon helpful improving film projects fact everyone cast good job disappointment think movie awkward feel scenes coming need run quite uncompromising grown theme part tone starts schoolgirl adventurealicia silverstone pretty good one carries well naive enthusiasm growing unease affects mary giordano manoeuvres towards truth behind serial murders reckon characterization mg mileage inference story line goes career law enforcement could really interesting older silverstone revisit giordano time crisis later officers life thoughttrue crime shows director good light pat verducci also writing credit dont know film work pv done wonder happened promising startlike productions one largely unknown supporting cast although bill nunn detective jerry guinn hardly past decade seems able secure impressive number screen appearances recall seeing recently carriers made tv presentation military theme bill nunn played captain arends fans classic us tv comedy show whos boss may also interest carriers leading player judith light remembered affection many lengthy involvement showtrue crime could easily worked ok think entertaining story worth seeing,positive
three kids born solar eclipse turn vile murderous little tykes whore suspicion everyone save joyce lori lethin younger brother timmy thats story nutshell acting one tolerable part notable mtvj julie brown downtown one showing skin early part albiet small michael dudikoff great film stretch imagination killer kids subgenre bit guilty pleasureeye candy julie brown shows ta film thus far claim honor sylvia wright gets topless dvd extras r minute interview producer max rosenberg wherein insults director canada great stuff biography ed hunt trailers kiss taratula dont open door redband one homework features nudity grade b,positive
could come different country different time movie simply oozes psychedelia influenced late italian cinema pseudo serious sexually free sumptuous settings dreamy music make visual aural delight plus get lovely dagmar lassander surely best looking kinky goings make wild ride romps amidst mimosa towards end seem overlong another rather charming trait time probably expected split minutes screen girlfriend course herald twist proceedings might better philippe leroy didnt look quite odd fraying red hair twisted facial expression well though many silent moments dagmar cavorting show mixture love hate ordinary narrative film means like something different certainly,positive
loved watching original azumi mix live action manga compelling storyline cool soundtrack directing kitamura rocks editing mention beautiful aya ueto filled part perfectly really looking forward seeing azumi finally seeing felt like lotto lost ticket azumi picks azumi left however completely different movies pace lot slower action exciting well choreographed lot character development apparently directed guy responsible reducing value toho monster franchise possible agree past reviewers say lost opportunity ryuhei kitamura continued installment however beautiful japanese forest scenery look slow action unfolds introduced briefly bit characters quickly get killed even real bad guys get killed easily without much fight fight spider guy straight episode monkey bamboo forest memorable fight scene wheras azumi climactic fight scene barrel camera effects azumi brought us azumi cape cam azumis rampage end unconvincing aya still okay job looks great capebut get dont think watching one pity,negative
movie big car commercial cares went theater view shelby cobra angelina cageso guess good movie bg,positive
evil big house bad spirit foolishly unleashed torture inside washout movie theres single scary scene one richard crenna overplays nothing role theres animated ghosts disfigurement power saw ghostrape nothing special happens almost whole movie evil gets personified intovictor buono great filmmakers get idea buono scary looks like bum guest starring paycheck pay liquor bill late turn damn thing felt like throwing videocassette window please avoid junk hopefully never see light dvd fade obscurity,negative
enjoyable film excellent actors actresses evoking range emotions contains really excellent humour whole family enjoy get know characters quickly experience ups downs ends upbeat,positive
movie poorly scripted directed simply distasteful beautiful novel terribly misrepresented film many changes made storyline presumably streamline timeframe results simply confusing acting cant possibly overcome script removes characters motives behavior plus conversion english work everyone refers patriarch esteban esteban horrible please please please read gorgeous novel spanish possible dont see film ruin could wonderful experience,negative
dont normally go way watch romantic comedy maybe future seeing return plot simple secret publicity dont einstein guess happen first minutes relax let cast take world chemistry abounds good guys win laugh good time love movieand dvd order,positive
dont hand ten star ratings easily movie really impress bourne ultimatum gone far beyond furthermore trilogy come together nicely believe one greatest motion picture trilogies time though three films could different ludlum novels still stand powerful landmark cinematic achievement bourne ultimatum made want cry series complete yet could even attempt stop smiling hoursfrom moment opening title appeared knew ride paul greengrass done everything love previous bourne films action dialogue course shaky camera however last one never problem think adds suspensei back see film several times released dvd simply genius perfectly satisfying conclusion stand test time fantastic movie altogether unforgettable trilogy,positive
finished reading book really looking forward seeing tv adaptation broadcast hallmark channel monday night key whole book manifesto stolen man steel teeth watched hour saw man steel teeth never saw steal manifesto saw someone steal virus book bad film great production values good cast isnt idea turning book movie tv film get people read book part audience kept hour thought premise book great throw whole premise book great mcguffin paraphrase hitchcock ignored said titles forsyth involved production sure must paid lot money,negative
wrapped gorgeous english country backgrounds emma delicious confection relished dreamy getawaysemma gwyneth paltrow graceful intelligent young woman married governessand confidantto marriage emma takes credit matchmaking eager use talent arranging things people around decides match vicar mr elton alan cummings pretty young friend harriet toni collettethe result series mixed signals mistaken interpretations end sorting emma learning much control events thoughtthe film full jane austens witty wry characterizations gwyneth paltrow best portraying maiden restrained polite society wit ease growing romance unparalleled mr knightley jeremy northam heart film mr knightley one greatest romantic leading men films incredibly handsome modest relaxed way irresistible certainly wellmatched gwyneth paltrow charming friendship began infant blossomed family friend matches wits older brotherly fashion grows something wry look understated jab emma northams knightley delight watchother wonderful characterizations include comic juliet stevenson greta scacchi ewan mcgregor polly walker talkative spinster miss bates funnyseeming shorter flowing jane austin adaptations emma comic rhythm promises true enjoyment,positive
understand im reviewing film seen realize virtually nudity gore cut film thus neutering completely seeing names like ginger lynn jenna jameson attached knew wasnt going get horror classic least expected gratuitous boobies bloodshed got butchered modern horror film mean easy tell much certain scenes suddenly cut away scene totally ends right begins one screw cannibals porn stars mean thats winning formula makes wonder director slept executives wife something literally amazing much got cut reading years back fangoria excited looked like fun film unfortunately true film locked vault somewhere must endure piece excrement retitled evil breed hopefully unrated cut released someday think good movie exists mess best grab twelve pack bud cause thats way youll make movie,negative
without doubt funniest curly stooges shorts ive seen dozens times always makes laugh hilarious pantomime sequences perfect example musical comedy even people dont like knuckleheads remember one fondly,positive
intriguing exciting dramatic explosive complex epic words touch tip iceberg terms grand story lost toldfrom acting rare visual effects lost essential show television fans sciencefiction fantasy action adventure lots lots mysteryeach cast member well chosen good roles either love hate downright wish deadthe visual effects used rare actually quite well done considering usual production shows smoke monster polar bears lost believable terms eyecandyas far story goes nothing compare vast complexity show made viewers like endure beginning end continuity virtually perfect characters developed everevolving story slowly gives answers questions many craveoverall practically flaw lost dramaticscifi television arrested development comedy set bari highly recommend lost patient intellectual love every moment ride matter long takes reach endsee show,positive
hard believe people world actually think worthy charles bronson vehicle bronson good actor tote gun knock bad guys quietly moving tv movie yes virginia santa claus showed lot class style sean penndirected indian runnerin evil men however bronson plays character sees injustice sets right fists knives course guns theres nothing havent seen last five death wish flicks wait take back sadistic repellently violent film bronson ever disservice repellent scenes torture descriptions torture fact scenes put film sell tickets jose ferrer blue blazes mean oscar crying loud okay sorry outburst let say evil men one worst movies ever seen based book yeah thats right wonder written bronson mindno stars watch death wish instead least topical,negative
yet another example complete waste uk lottery money commercial film prove film council funded miserable garbage stranded one london undergrounds disused stations allowing clichéd dismal specimen committed film half mutant thing made horror movies director seen felt fit imitate notably deathline amongst many sins quite obvious failure make lead character remotely sympathetic last minute little bit late surely development executives uk film council could noticed script stage add terrible acting laughable appearance creature get prime example scare,negative
bugs bunny accidentally ends south pole trying vacation florida meets little penquin tries save eskimo short tries penquin adorable end bit light laughs department eskimo isnt really great foil bugs seen lot better bugs bunny cartoons frankly even shorts hes paired unknown antagonists cant good conscience recommend one however nice see uncut form cartoon disk looney tunes golden collection volume grade c,negative
house calls amusing comedy widowed doctor walter matthau wants play field cant help drawn patient glenda jackson refuses another notch bedpost matthau likes woman really want make commitment insists upon agrees date exclusively two weeks make decision whether wants commit however complications make difficult matthau make decision two weeks even though clearly love woman matthau jackson surprisingly effective chemistry screen couple given strong support richard benjamin candice azzara dick oneill especially art carney inept senile chief staff hospital matthau employed matthau even brief scene reallife son charlie appears jacksons son engaging comedy still holds pretty well years youve never seen worth rental,positive
theres third man look shadowy bw photography stolen identity thriller produced turhan bey exstar universal pictures expertly filmed tale jealousy leads murder famous pianist francis lederer becomes overly possessive wife joan camden soon intent carrying scheme murder man shes affair witha taxidriver donald buka happens giving womans lover lift hotel steps outside moment chat worker digging street lederer uses sound drill muffle sound bullet puts head passenger outside back car buka returns cab finds dead man passenger seatenroute report murder police changes mind decides switch identities dead man american passport means buka could realize ambition return united states stolen identity plot becomes thicker mans girlfriend lederers wife shows hotel accuse buka impersonating dead manits sort plot moviegoers probably seen countless times gets nice workout plenty tense scenes buka lederers wife plan run authorities final confrontation murderer policeits extremely absorbing well done holds interest throughout excellent atmospheric photography vienna remind moviegoers third manwell worth viewing,positive
pressburger powells greatest movie david niven plays raf bomber pilot misses death granted second chance life heaven notices awol dispatches angel investigate scene young soldiers men women black white killed action arrive heaven processed eternal life unbearably poignant watch roger livesey deeply appreciated actor kim hunter love interest later course zira planet apes incidentally steven spielberg cast actress played chief angel kathleen byron elderly wife eponymous private saving private ryan half century later act speaks volumes cinematic literacy,positive
looking forward seeing bruce willis especially since remember mesmerised original youngthis movie perfect example movie companies take good story dumb another formula ridden hype fabled american law enforcement systemarmy vs russians sorry cold war make russians vs terrorists similar probably moviesfurthermore treats audience like bunch idiots choice weapon well plain ridiculous seriously expected believe worlds feared experienced hit manterrorist would select assasinationthe whole point original story tense dual intellects ordinary detective given responsibility professional crafts ruthless elegant plan reach target get away none survived tired old american ciafbiarmy vs evil terrorist plot weve seen times beforebut course movie companys mbas realised new intellectual angle would lose revenue short attention span gang answer bruce willis big explosions crippled plot assume american audience wont able relate threat foreign statesperson france map afterall americananother example movie defiled boardroom,negative
im basing observations one episode saw last night dont think ill watching acting totally wooden plot completely predictable ending totally unrealistic mean would believe million dollar judgment death recovering drug addict terminal cancer lead actor victor garber seemed uncomfortable almost embarrassed role perhaps realized bad writing fully realize drama offered season pretty poor surely find better writers maybe outsourcing writing india china ill bet wont seeing one next season,negative
exceptionally horrible tale barely put words best part movie one murder victims turns end alive well massacred chance missed crucial plot elements since may slight coma time baby box movie comes shows scenes never even film lured crude images bondage torture promises eurotrash sexy horror flick get feeling budget version one quarter film left good stuff likely got pg addition made much sense end new planet apes movie watch one friend bottle hard stuff youll need,negative
word film boring lacked life spark big problem two leads jude law gwyneth paltrow chemistry whatsoever boring annoying visuals interesting didnt enhance scenes anything visuals tended detach audience happening screen none action sequences felt real hence film failed create real drama sense dangerthe film potential needed better script better acting better director kept thinking film know movie wouldve worked harrison ford sky captain karen allen polly steven spielberg director ignore critical acclaims film critics think praising film want like want succeed even though fails many different levels,negative
cheap grainyfilmed italian flick couple inheritors manor italian countryside head house stay find getting killed ghosts people killed housei wasnt impressed wasnt really scary mostly way cheap italian film girl two cousins one cousins girlfriend head huge house reason couldnt figure staying cleaning checking place characters come film quite boring points majority deaths quite rushed girlfriend hit car fleeing house dream death scene quite good things get slow confusing end male cousins killed together weird way weirdo guy couldnt figure movie maybe dont remember goes one girl attacking finally girl kills hate give away ending oh well female cousin decides stay house watch show scenes living years later end really arent missing anything anyway probably wont find anywhere lucky,negative
well paid dollar dvd movie wasnt even worth seems poor print public domain guessingneagle despite glory awards reputation homely british gal cant sing dance actsome fine old hollywood character actors display must thought classic director herbert wilcox neagles husband always thought anna exciting talented femme screen mistaken improbably popular britain wwii serious roles even ludicrous musical appearance hereonly couple famous songs included neither one well presented skip one find one stars doris day least get real comedy professional style dancing,negative
costly film produced sir alexander korda hg wells distressed poor ratingsfor good reason remains far ahead time aside seemingly poor direction probably editing beginning work moves along stunning conclusionwhether sir ralph richardsons boss role even better wifes sir cedrics adversary spacefaring raymond masseys john cabal center roleall deliver mindboggling performancesthe scene mr kordas incomparable set small girlchild running absolutely nevertobematched scene commenting life keeps getting lovelier lovelier swiftly brings tears parentgrandparent film youngunless experienced rather seen horror opposessure phonyparachuting looks hokeywhile using magneticcannon termed massdriver may viewed ridiculous vs rocketsgive sir korda breakmr wells made choice million film went way beyond overbudgetso concentrated could managethe true power greatest cinema rests john cabals final statement human destinyhis friend passworthy doubts wisdom spacefaring saying little animals john cabals proper response isparaphrased yes little animals must live die standing large astronomical telescope sweeps hand night sky yet may universe nothingthen final chorus breaks inwhich shall bethis star wars blade runneranything may consider greatthis real thingi remind steven hawkings recent address upon latest medal honorhumanity must leave earth diethe core worki love standard entertainmentyet relic wise viewer offers far shall proper moodwhatever takesthis take breath awayi guaronteeoverall humanity significant cinema since posting note many commented poor mediaquality surviving examples developed proprietary colorization process required clean original led michael korda sadly noted goneso must relish remainssad true,positive
never heard dead mans bounty saw dvd store weeks ago thought stumbled upon unrecognized gem since val kilmer truly unique role sadly wasnt ten fifteen minutes movie realized disaster epic proportions first clue see genuinely awful movie comes near beginning bunch dirtbags old saloon laughing like bunch hyenas scene goes five times long unbelievable bad sadly doesnt get betterval kilmer featured prominently movies cover box maybe trick thinking role film unfortunately bizarre role dead man overlooked favor focusing bunch halfwit crooks inept conceptualization unique town sheriff ive ever seen movie hes played boguslaw linda unable uninterested covering polish accent immediately making impossible movie meant take place american old west poland type frontier past dont know knowledge polish history strong point tell sheriff known movie worst representation law enforcement ever remember seeing movie introduced truly ridiculous scene wearing kind blindfold roomful men take turns punching face start hitting explains hit first round hit identify throwing punches lose hell crap completely loss explain scene like would ever put movie throughout movie sheriff continues appear beaten bruised drunk battered ultimately nothing show occasionally stumbling screen mumbling withoutthe law see lot talk preparation hanging details meaningless rest movie takes place way town consists nothing two ramshackle wooden buildings facing across flattened bit dirt path road understanding part poland supposed look acceptably enough like american southwest none characters except maybe dead guy could possibly come fromi heard val kilmer accepted role intrigued unique role also director uklanskis minimal use dialogue favor reliance cleverly timed juxtaposition images unique visual montages yeah whatever seems kilimer unable overcome must truly satisfying feeling must gotten offered role personally would really feel reached quite level success someone approached offered probably hundred thousand dollars come lay still like think didnt even read script mess total loss understand accepted roleat rate movie opens man bringing corpse man played kilmer seeking reward soon finds embroiled ludicrous love story involving town prostitute alcoholic sheriff lots mayhem involving series stupid stupid characters also extensive preposterous lack understanding american rituals one scene man cuts cherry tomato half squishes halves kilmers eyes reason cant imagine later man makes short speech kilmers corpse explains one finest men ever proceeds lop head shovel hell convinced yet reasons watch one scene sheriff appears covered ash except perfectly clean areas around eyes possibly described bright red lipstick man gets head wound drenches head body blood daze cauterizes gunpowder smart near end sheriff appears broken arm sitting bar puts rope around neck connects injured arm uses good arm pull rope lifting shaking beer glass bad arm mouth rather using good arm drink also smart doesnt use good arm idea like everything else movie makes sense whatsoever like title summer love kidding avoid mess costs meantime heres something imdb goofs page  errors made characters possibly deliberate errors filmmakers movie got made ha,negative
barely remember show little remembered great eldest brother reminded show recently seen advertisement dvd set coming network screwed pulling air could put else place gone least seasons right think sometimes network executives think gods entertainment world misguess flat miss good show placement time time let said lot flops hits one poor decisions cut lineup anyhow getting collection,positive
pretty poor firestarter clone seems like bad tv movie bad feature film disappointing come hooper dourifgovernment contractors human experiment hydrogen bomb boy born couple experiment constantly runs fever degrees hes adult people life start spontaneously combusting tries find whythe people completely fire well done get point well done another sense theyre obviously changed dummies jets fire shoot characters arms looks silly rather alarming way also ridiculous fire evidently travels phone lines erupts huge jets receivers earpiece supposed happen exactlysomething else struck silly movie character visions late parents later see exact shots visions home movies,negative
look although dont like admit weve suppress fears concerning extreme likelihood experiencing events take place movie know get car immediately start thinkinggosh hope today isnt day accelerator sticks comfortable cruising speed mph four door latches break locked position main emergency brake fail ignition switch cant turned ive got full tank gas simultaneously fortunately us thorazine kicksin actually decide bad idea driving car makers harrowing whiteknuckle edgeofyourseat preparation leave room action juggernaut runaway car go ahead drive anywayi endlessly pleased found thanks imdb movie real didnt merely dream itthis movie least one fantastic sights see journey find el dorado bad cinemai highly recommend,positive
aussie flick filmed ok job portraying bunch smalltime crooks kings cross sydney plot focuses plight young wouldbe crim whos life danger botching job future boss well acted heath ledger bryan brown plot fairly believable humorous moments one scene revolves around bank heist settingup various themes central story quite well done eg one crim searching bullets gun personally dislike gratuitous violence movies regard movie offend attempted succeeded showing us human side baddies bryan brown rest cast ok job without real standouts remember direction good succeeding making believable movie provided good entertainment main overriding feature makes good movie acting direction heath ledger successful portrayal naive young man makes stupid mistakes shortterm gratification thinking indestructible realizing sinister people waiting pounce mistake director gregor jordan deserves special mention rating book,positive
look mexicos best movies likely find photography performed gabriel figueroa recognized world one best ever existed master control cameras gave added asset movies part added participation add direction luis bunuel never find pair aces anywhere else world story nazarin written spains greatest writer besides miguel de cervantesdon quijote de la mancha story superb nazarin priest lives beliefs tries live christian life always people accept wanders many places preaching christianity finding time people accept besides splendid story always interesting try interpret enigmatic messages bunuel sends us throughout picture scenes make shiver,positive
theme controversial depiction hypocritical sexually starved india excellentnothing filmthere lack good dialogueswhy movie english lack continuity lack passionemotion acting,positive
